Evaluated At UTC,Evaluated At EPT,Forecast Hour Beginning UTC,Forecast Hour Beginning EPT,Forecast Area,Forecast Load MW
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,APS,4324
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,APS,4340
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,COMED,8308
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,COMED,8396
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,COMED,8396
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,COMED,8396
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,COMED,8526
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DEOK,2269
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DEOK,2265
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DEOK,2265
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DEOK,2265
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DEOK,2248
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DOM,11309
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DOM,11369
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DOM,11369
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DOM,11369
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DOM,11326
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DAY,1495
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DAY,1492
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DAY,1492
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DAY,1492
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DAY,1462
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DUQ,1184
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DUQ,1186
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DUQ,1186
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DUQ,1186
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DUQ,1196
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,EKPC,1121
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,EKPC,1116
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,EKPC,1116
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,EKPC,1116
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,EKPC,1123
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,ATSI,6089
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,ATSI,6076
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,ATSI,6076
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,ATSI,6076
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,ATSI,6124
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,MIDATL,23806
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,MIDATL,23665
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,MIDATL,23665
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,MIDATL,23665
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,MIDATL,23802
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,RTO,71702
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,RTO,71748
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,RTO,71748
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,RTO,71748
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,RTO,71968
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,AEP,11608
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,APS,4268
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,COMED,8573
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DEOK,2239
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DOM,11109
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DAY,1406
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,DUQ,1224
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,EKPC,1005
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,ATSI,6052
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,MIDATL,23734
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T08:00:00,2024-07-02T04:00:00,RTO,71218
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,AEP,12267
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,AEP,12281
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,AEP,12281
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,AEP,12281
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,AEP,12167
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,APS,4465
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,APS,4499
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,APS,4499
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,APS,4499
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,APS,4499
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,COMED,8402
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,COMED,8495
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,COMED,8495
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,COMED,8495
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,COMED,8599
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DEOK,2363
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DEOK,2363
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DEOK,2363
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DEOK,2363
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DEOK,2363
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DOM,11652
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DOM,11678
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DOM,11678
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DOM,11678
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DOM,11678
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DAY,1561
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DAY,1559
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DAY,1559
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DAY,1559
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DAY,1559
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DUQ,1223
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DUQ,1225
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DUQ,1225
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DUQ,1225
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DUQ,1230
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,EKPC,1146
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,EKPC,1136
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,EKPC,1136
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,EKPC,1136
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,EKPC,1136
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,ATSI,6294
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,ATSI,6303
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,ATSI,6303
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,ATSI,6303
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,ATSI,6303
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,MIDATL,24716
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,MIDATL,24588
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,MIDATL,24588
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,MIDATL,24588
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,MIDATL,24588
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,RTO,74089
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,RTO,74127
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,RTO,74127
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,RTO,74127
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,RTO,74122
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,AEP,11995
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,APS,4418
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,COMED,8672
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DEOK,2329
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DOM,11333
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DAY,1468
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,DUQ,1249
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,EKPC,1030
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,ATSI,6271
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,MIDATL,24588
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T09:00:00,2024-07-02T05:00:00,RTO,73353
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,AEP,12893
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,AEP,12902
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,AEP,12902
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,AEP,12902
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,AEP,12788
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,APS,4683
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,APS,4730
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,APS,4730
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,APS,4730
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,APS,4730
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,COMED,8733
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,COMED,8842
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,COMED,8842
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,COMED,8842
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,COMED,8907
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DEOK,2497
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DEOK,2500
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DEOK,2500
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DEOK,2500
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DEOK,2500
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DOM,12196
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DOM,12210
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DOM,12210
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DOM,12210
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DOM,12210
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DAY,1667
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DAY,1668
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DAY,1668
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DAY,1668
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DAY,1668
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DUQ,1278
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DUQ,1280
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DUQ,1280
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DUQ,1280
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DUQ,1280
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,EKPC,1215
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,EKPC,1205
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,EKPC,1205
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,EKPC,1205
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,EKPC,1205
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,ATSI,6648
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,ATSI,6675
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,ATSI,6675
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,ATSI,6675
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,ATSI,6675
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,MIDATL,26518
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,MIDATL,26435
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,MIDATL,26435
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,MIDATL,26435
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,MIDATL,26435
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,RTO,78328
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,RTO,78447
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,RTO,78447
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,RTO,78447
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,RTO,78398
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,AEP,12559
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,APS,4682
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,COMED,9054
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DEOK,2466
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DOM,11880
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DAY,1577
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,DUQ,1293
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,EKPC,1116
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,ATSI,6643
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,MIDATL,26435
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T10:00:00,2024-07-02T06:00:00,RTO,77705
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,AEP,13515
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,AEP,13535
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,AEP,13535
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,AEP,13535
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,AEP,13535
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,APS,4958
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,APS,5011
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,APS,5011
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,APS,5011
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,APS,5011
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,COMED,9408
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,COMED,9546
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,COMED,9546
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,COMED,9546
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,COMED,9546
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DEOK,2680
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DEOK,2682
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DEOK,2682
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DEOK,2682
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DEOK,2682
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DOM,12842
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DOM,12831
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DOM,12831
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DOM,12831
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DOM,12831
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DAY,1799
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DAY,1800
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DAY,1800
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DAY,1800
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DAY,1800
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DUQ,1361
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DUQ,1363
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DUQ,1363
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DUQ,1363
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DUQ,1363
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,EKPC,1263
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,EKPC,1267
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,EKPC,1267
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,EKPC,1267
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,EKPC,1267
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,ATSI,7106
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,ATSI,7153
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,ATSI,7153
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,ATSI,7153
