Datetime Beginning UTC,Datetime Beginning EPT,Pnode ID,Pnode Name,Voltage,Equipment,Type,Zone,System Energy Price RT,Total LMP RT,Congestion Price RT,Marginal Loss Price RT,Row Is Current,Version Number
2024-08-02T04:00:00,2024-08-02T00:00:00,48786,KUSERRD,230 KV,T-3,LOAD,PSEG,40.400000,35.260000,-6.070000,0.940000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48787,KUSERRD,230 KV,T-4,LOAD,PSEG,40.400000,35.180000,-6.150000,0.940000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48792,LAWRESUB,230 KV,T-10,LOAD,PSEG,40.400000,35.040000,-6.290000,0.930000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48793,LAWRESUB,230 KV,T-30,LOAD,PSEG,40.400000,35.040000,-6.290000,0.930000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48794,LAWRESUB,230 KV,T-20,LOAD,PSEG,40.400000,35.040000,-6.290000,0.930000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48795,LAWRESUB,230 KV,T-40,LOAD,PSEG,40.400000,35.040000,-6.290000,0.930000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48800,LUMBERTO,230 KV,T-1,LOAD,PSEG,40.400000,35.660000,-5.610000,0.870000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48801,LUMBERTO,230 KV,T-2,LOAD,PSEG,40.400000,35.660000,-5.610000,0.870000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48802,MARLTON,230 KV,T-1,LOAD,PSEG,40.400000,35.600000,-5.550000,0.760000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48803,MARLTON,230 KV,T-2,LOAD,PSEG,40.400000,35.610000,-5.550000,0.760000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48804,MARLTON,230 KV,T-3,LOAD,PSEG,40.400000,35.600000,-5.550000,0.760000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48805,MARLTON,230 KV,T-4,LOAD,PSEG,40.400000,35.610000,-5.550000,0.760000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48806,MERCER,230 KV,#1 SP,LOAD,PSEG,40.400000,35.230000,-6.100000,0.930000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48807,MERCER,230 KV,#2 SP,LOAD,PSEG,40.400000,35.230000,-6.100000,0.930000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48808,MTLAUREL,230 KV,T-1,LOAD,PSEG,40.400000,35.620000,-5.600000,0.820000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48809,MTLAUREL,230 KV,T-2,LOAD,PSEG,40.400000,35.660000,-5.570000,0.840000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48813,THOROFAR,230 KV,T-1,LOAD,PSEG,40.400000,35.840000,-5.350000,0.790000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48814,THOROFAR,230 KV,T-2,LOAD,PSEG,40.400000,35.830000,-5.340000,0.780000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48819,ANGORA,13 KV,1BUS,LOAD,PECO,40.400000,36.980000,-4.760000,1.350000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48820,ANGORA,13 KV,2BUS,LOAD,PECO,40.400000,36.980000,-4.760000,1.350000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48821,BALA,13 KV,LD1,LOAD,PECO,40.400000,35.920000,-5.230000,0.760000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48822,BALA,13 KV,LD2,LOAD,PECO,40.400000,35.920000,-5.230000,0.760000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48823,BARBADOS,35 KV,ABU2,LOAD,PECO,40.400000,35.350000,-5.340000,0.300000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48824,BARBADOS,35 KV,ABU8,LOAD,PECO,40.400000,35.520000,-5.310000,0.440000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48832,BRADFORD,35 KV,KBUS,LOAD,PECO,40.400000,39.690000,-1.420000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48833,BRADFORD,230 KV,CTVS1,LOAD,PECO,40.400000,39.690000,-1.420000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48840,BUCKINGH,35 KV,2 TR,LOAD,PECO,40.400000,34.840000,-6.260000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48841,BUCKINGH,35 KV,3 TR,LOAD,PECO,40.400000,34.840000,-6.260000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48842,BUCKINGH,35 KV,4 TR,LOAD,PECO,40.400000,34.840000,-6.260000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48843,BUCKINGH,35 KV,5 TR,LOAD,PECO,40.400000,34.840000,-6.260000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48847,BYBERRY,13 KV,21BUS,LOAD,PECO,40.400000,35.480000,-5.800000,0.880000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48848,BYBERRY,13 KV,1BUS,LOAD,PECO,40.400000,35.480000,-5.800000,0.880000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48849,BYBERRY,13 KV,7BUS,LOAD,PECO,40.400000,35.480000,-5.800000,0.880000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48850,BYBERRY,13 KV,9BUS,LOAD,PECO,40.400000,35.480000,-5.800000,0.880000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48851,BYBERRY,35 KV,KBUS,LOAD,PECO,40.400000,35.350000,-5.860000,0.810000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48852,CALLOWHI,13 KV,1BUS,LOAD,PECO,40.400000,36.190000,-5.180000,0.980000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48853,CALLOWHI,13 KV,4BUS,LOAD,PECO,40.400000,36.200000,-5.180000,0.980000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48854,CALLOWHI,13 KV,7BUS,LOAD,PECO,40.400000,36.190000,-5.180000,0.980000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48855,CEDARBRO,13 KV,NBU3,LOAD,PECO,40.400000,36.210000,-5.440000,1.250000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48856,CEDARBRO,13 KV,NBU1,LOAD,PECO,40.400000,36.210000,-5.440000,1.250000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48857,CEDARBRO,13 KV,NBU2,LOAD,PECO,40.400000,36.210000,-5.440000,1.250000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48858,CEDARBRO,13 KV,NBU4,LOAD,PECO,40.400000,36.210000,-5.440000,1.250000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48862,CHICHEST,230 KV,DBU1,LOAD,PECO,40.400000,37.010000,-3.980000,0.590000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48863,CHICHEST,230 KV,DBU2,LOAD,PECO,40.400000,37.010000,-3.980000,0.590000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48865,COCHRNVL,230 KV,1TR,LOAD,PECO,40.400000,38.300000,-2.500000,0.400000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48867,CROMBY,35 KV,1BUS,LOAD,PECO,40.400000,34.540000,-5.990000,0.140000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48868,CROMBY,35 KV,3BUS,LOAD,PECO,40.400000,34.540000,-5.990000,0.140000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48870,CROMBY,35 KV,2BUS,LOAD,PECO,40.400000,34.540000,-5.990000,0.140000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48873,CROYDON,13 KV,LD1,LOAD,PECO,40.400000,35.420000,-5.680000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48874,CROYDON,13 KV,LD2,LOAD,PECO,40.400000,35.420000,-5.680000,0.710000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48880,DALESVIL,230 KV,1TR,LOAD,PECO,40.400000,45.780000,4.430000,0.950000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48881,DALESVIL,230 KV,2TR,LOAD,PECO,40.400000,45.780000,4.430000,0.950000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48884,EDDINGTO,13 KV,6BUS,LOAD,PECO,40.400000,35.540000,-5.650000,0.790000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48885,EDDINGTO,13 KV,4BUS,LOAD,PECO,40.400000,35.540000,-5.650000,0.790000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48886,EDDYSTON,69 KV,IBUS,LOAD,PECO,40.400000,36.760000,-4.330000,0.700000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48894,EMILIE,13 KV,131BUS,LOAD,PECO,40.400000,35.290000,-5.700000,0.600000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48895,EMILIE,13 KV,132BUS,LOAD,PECO,40.400000,35.290000,-5.700000,0.600000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48896,EMILIE,35 KV,1BUS,LOAD,PECO,40.400000,35.250000,-5.720000,0.570000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48897,EMILIE,35 KV,2BUS,LOAD,PECO,40.400000,35.270000,-5.710000,0.580000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48898,FALLS,35 KV,BU1K,LOAD,PECO,40.400000,35.530000,-5.810000,0.940000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48899,FALLS,35 KV,BU12,LOAD,PECO,40.400000,35.530000,-5.810000,0.940000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48900,FLINT,13 KV,2BUS,LOAD,PECO,40.400000,35.800000,-5.120000,0.530000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48901,FLINT,13 KV,3BUS,LOAD,PECO,40.400000,35.800000,-5.120000,0.530000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48902,FOULK,13 KV,NBU1,LOAD,PECO,40.400000,37.420000,-3.620000,0.640000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48903,FOULK,13 KV,NBU2,LOAD,PECO,40.400000,37.420000,-3.620000,0.640000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48904,FOXCHASE,13 KV,NBU4,LOAD,PECO,40.400000,35.910000,-5.580000,1.100000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48905,FOXCHASE,13 KV,NBU6,LOAD,PECO,40.400000,35.910000,-5.580000,1.100000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48907,GOSHEN,35 KV,BUS1,LOAD,PECO,40.400000,38.220000,-3.500000,1.320000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48908,GOSHEN,35 KV,BUS2,LOAD,PECO,40.400000,38.210000,-3.500000,1.320000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48912,GRAYFR_1,13 KV,AUX,LOAD,PECO,40.400000,36.530000,-4.730000,0.860000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48913,HEATON,35 KV,K1BU,LOAD,PECO,40.400000,35.230000,-5.990000,0.820000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48914,HEATON,35 KV,K2BU,LOAD,PECO,40.400000,35.230000,-5.990000,0.820000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48920,ISLANDRD,13 KV,1BUS,LOAD,PECO,40.400000,36.640000,-4.730000,0.980000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48921,ISLANDRD,13 KV,2BUS,LOAD,PECO,40.400000,36.640000,-4.730000,0.980000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48922,ISLANDRD,13 KV,3BUS,LOAD,PECO,40.400000,36.640000,-4.730000,0.980000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48923,ISLANDRD,13 KV,4BUS,LOAD,PECO,40.400000,36.640000,-4.730000,0.980000,true,1
